Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
Low,7C31,COIMBRES08DEL03,haze,Meal,scooter,31,5,11.001.852,76.976.268,11.031.852,77.006.268,25.86,65,0,6.22,20.96
Low,B81F,MYSRES03DEL02,clear sky,Drinks,motorcycle,32,4.2,12.299.524,7.664.262,12.319.524,7.666.262,20.38,67,0,4.9,21.88
Low,6688,JAPRES18DEL03,haze,Snack,scooter,38,4.8,26.913.987,75.752.891,26.943.987,75.782.891,23.61,46,0,8.25,22.96
Low,8184,RANCHIRES08DEL03,mist,Snack,scooter,24,4.6,23.353.783,85.326.967,23.383.783,85.356.967,21.14,78,0,5.55,25.03
Low,8A14,SURRES15DEL01,mist,Snack,motorcycle,21,4.7,21.160.522,72.771.477,21.200.522,72.811.477,24.99,73,0,7.31,23.58
Low,40EE,MYSRES03DEL01,clear sky,Buffet,motorcycle,38,4.9,12.299.524,7.664.262,12.339.524,7.668.262,20.61,67,0,10.28,2.19
Low,1CFE,COIMBRES03DEL02,haze,Snack,motorcycle,30,4,11.025.083,77.015.393,11.045.083,77.035.393,25.94,65,0,5.1,16.81
Low,95D0,SURRES11DEL01,mist,Meal,scooter,29,4.6,21.157.735,72.768.778,21.197.735,72.808.778,24.99,73,0,7.64,0.21
Low,57F5,JAPRES20DEL02,haze,Drinks,scooter,21,4.5,26.956.431,75.776.649,26.976.431,75.796.649,23.4,46,0,5.11,26.85
Low,93B8,HYDRES11DEL01,haze,Meal,motorcycle,24,4.8,17.430.448,78.418.213,17.440.448,78.428.213,23.9,57,0,2.92,12.91
Low,6805,SURRES06DEL01,mist,Drinks,scooter,37,4.7,21.185.047,7.280.859,21.225.047,7.284.859,24.94,73,0,9.35,32.35
Low,36A2,BANGRES01DEL02,haze,Meal,motorcycle,35,4.6,12.933.284,77.615.428,12.953.284,77.635.428,23.36,73,0,5.39,19.11
Low,199A,INDORES19DEL03,haze,Meal,scooter,33,4.8,22.745.536,75.893.106,22.775.536,75.923.106,23.1,60,0,6.53,18.58
Low,C4BC,GOARES07DEL03,scattered clouds,Buffet,scooter,23,4.9,15.561.295,73.749.478,15.591.295,73.779.478,28.6,70,0,7.62,2.34
Low,684,JAPRES05DEL02,haze,Meal,electric_scooter,29,4.6,26.905.287,75.794.592,26.925.287,75.814.592,23.59,46,0,5.66,14.28
Low,D046,KOLRES09DEL01,haze,Drinks,motorcycle,32,5,22.515.082,8.836.783,22.555.082,8.840.783,28,65,0,9.09,0.3
Low,A327,SURRES010DEL01,mist,Drinks,motorcycle,36,4.5,2.117.106,72.789.292,2.121.106,72.829.292,24.93,73,0,7.48,2.95
Low,851F,SURRES02DEL01,mist,Drinks,motorcycle,32,4.8,21.186.608,72.794.136,21.226.608,72.834.136,24.94,73,0,6.97,2.82
Low,76FA,SURRES17DEL01,mist,Snack,motorcycle,35,4.9,21.149.569,72.772.697,21.189.569,72.812.697,24.99,73,0,8.02,26.16
Low,6630,JAPRES12DEL02,haze,Meal,motorcycle,21,4.7,26.902.908,75.792.934,26.922.908,75.812.934,23.62,46,0,3.77,12.31
Low,B16E,JAPRES16DEL03,haze,Buffet,scooter,30,4.8,26.849.596,75.800.512,26.879.596,75.830.512,23.44,46,0,6.05,15.11
Low,1007,MYSRES15DEL03,clear sky,Drinks,motorcycle,21,4.9,12.352.058,7.660.665,12.412.058,7.666.665,20.75,67,0,13.53,26.98
Low,2655,BANGRES17DEL02,haze,Snack,motorcycle,35,4.8,12.972.532,77.608.179,12.992.532,77.628.179,23,73,0,4.17,22.16
Low,40A3,PUNERES20DEL02,clear sky,Meal,motorcycle,27,4.2,18.592.718,73.773.572,18.612.718,73.793.572,22.48,50,0,3.7,12.96
Low,99DA,SURRES03DEL02,mist,Buffet,motorcycle,24,4.8,21.186.884,72.793.616,21.236.884,72.843.616,25.01,73,0,8.08,22.46
Low,1C7C,RANCHIRES09DEL03,mist,Drinks,motorcycle,29,4.9,23.351.058,85.325.731,23.381.058,85.355.731,21.14,78,0,6.09,32.56
Low,118A,VADRES13DEL02,haze,Buffet,electric_scooter,34,4.6,22.310.237,73.158.921,22.360.237,73.208.921,26.01,57,0,11.54,23.83
Low,3A23,RANCHIRES19DEL03,mist,Buffet,motorcycle,33,4.5,23.333.017,853.172,23.363.017,853.472,21.08,78,0,5.84,20.06
Low,474,CHENRES15DEL03,mist,Drinks,bicycle,15,1,13.026.286,80.275.235,13.056.286,80.305.235,28.56,81,0,4.84,27.03
Low,A15D,COIMBRES09DEL03,haze,Snack,scooter,37,4,11.008.638,76.984.311,11.038.638,77.014.311,25.85,65,0,6.4,20.75
Low,6FF2,JAPRES15DEL02,haze,Snack,motorcycle,24,4.6,26.891.191,75.802.083,26.911.191,75.822.083,23.61,46,0,3.87,0.16
Low,56B5,SURRES15DEL01,mist,Meal,scooter,30,4.8,21.160.522,72.771.477,21.200.522,72.811.477,24.99,73,0,7.31,19.56
Low,3834,MYSRES06DEL02,clear sky,Snack,motorcycle,24,4.9,12.323.994,76.626.167,12.343.994,76.646.167,20.55,67,0,4.76,15.75
Low,4120,BANGRES18DEL01,haze,Meal,motorcycle,22,4.6,12.913.041,77.683.237,12.923.041,77.693.237,23.45,73,0,3.06,13.75
Low,45F2,MUMRES16DEL03,smoke,Drinks,motorcycle,28,3.9,19.120.083,72.907.385,19.150.083,72.937.385,29,54,0,6.09,3.33
Low,45AD,BANGRES01DEL01,haze,Drinks,motorcycle,30,4.1,12.933.284,77.615.428,12.943.284,77.625.428,23.41,73,0,2.7,23.75
Low,3BB0,MYSRES010DEL01,clear sky,Snack,motorcycle,37,4.9,12.321.214,76.621.094,12.361.214,76.661.094,20.61,67,0,8.87,21.76
Low,85C5,BANGRES13DEL03,haze,Snack,scooter,34,4,12.935.662,7.761.413,12.965.662,7.764.413,23.33,73,0,6.68,22.31
Low,3B10,HYDRES05DEL02,haze,Meal,scooter,25,4.5,17.433.809,78.386.744,17.453.809,78.406.744,23.73,57,0,4.71,19.88
Low,11B0,JAPRES04DEL03,haze,Snack,motorcycle,37,4.8,26.902.328,75.794.257,26.932.328,75.824.257,23.68,46,0,6.11,1.97
Low,4C55,COIMBRES03DEL03,haze,Meal,scooter,28,5,11.025.083,77.015.393,11.055.083,77.045.393,25.99,65,0,6.51,1.54
Low,425C,PUNERES20DEL01,clear sky,Meal,motorcycle,29,4.6,18.592.718,73.773.572,18.632.718,73.813.572,22.46,50,0,8.39,20.33
Low,5835,INDORES02DEL03,haze,Meal,motorcycle,29,4.8,22.651.847,75.881.991,22.681.847,75.911.991,22.93,60,0,9.47,20.86
Low,6204,VADRES19DEL02,haze,Meal,scooter,22,4.8,22.311.844,73.165.081,22.331.844,73.185.081,26,57,0,5.52,14.36
Low,991A,MYSRES18DEL02,clear sky,Drinks,motorcycle,23,4.6,12.337.928,76.617.889,12.357.928,76.637.889,20.7,66,0,4.48,21.73
Low,4046,VADRES010DEL03,haze,Drinks,motorcycle,36,4.6,22.310.329,73.169.083,22.340.329,73.199.083,26,57,0,6.97,26.03
Low,89CF,PUNERES07DEL02,clear sky,Meal,scooter,21,4.7,18.546.947,73.900.626,18.566.947,73.920.626,23.02,48,0,4.34,14.45
Low,4D33,MYSRES06DEL03,clear sky,Buffet,scooter,27,4.8,12.323.994,76.626.167,12.353.994,76.656.167,20.55,67,0,7.18,20.55
Low,F26,PUNERES20DEL02,clear sky,Buffet,motorcycle,30,4.4,18.592.718,73.773.572,18.612.718,73.793.572,22.48,50,0,3.7,17.83
Low,39F4,VADRES11DEL01,haze,Drinks,motorcycle,37,4.8,22.308.096,73.167.753,22.318.096,73.177.753,26.01,57,0,5.17,23.41
Low,56FA,MYSRES12DEL02,clear sky,Snack,motorcycle,37,4.9,12.284.747,76.625.861,12.304.747,76.645.861,20.38,67,0,5.14,17.65
Low,DF7A,LUDHRES09DEL01,clear sky,Drinks,scooter,38,4,30.885.814,75.786.976,30.925.814,75.826.976,23.93,38,0,8.12,29.83
Low,CAA,COIMBRES02DEL01,haze,Snack,scooter,30,4.8,11.022.477,76.995.667,11.032.477,77.005.667,25.86,65,0,2.99,16.68
Low,1A97,JAPRES13DEL03,haze,Meal,scooter,29,4.7,26.846.156,758.023,26.876.156,758.323,22.91,46,0,6.96,15.91
Low,72A1,MUMRES08DEL01,smoke,Buffet,motorcycle,36,4.8,19.065.838,72.832.658,19.075.838,72.842.658,28.01,57,0,2.19,26.08
Low,1FC9,INDORES03DEL01,haze,Snack,motorcycle,36,4.8,22.751.857,75.866.699,22.761.857,75.876.699,22.16,60,0,2.22,16.08
Low,835,SURRES01DEL01,mist,Meal,motorcycle,29,4.6,21.186.438,72.794.115,21.226.438,72.834.115,24.94,73,0,7,21.85
Low,7CCA,JAPRES14DEL02,haze,Meal,motorcycle,36,4.8,2.688.842,75.800.689,2.690.842,75.820.689,23.6,46,0,4,13.08
Low,4C70,COIMBRES14DEL02,haze,Drinks,motorcycle,32,4.7,11.003.681,76.975.525,11.023.681,76.995.525,25.92,73,0,3.9,21.86
Low,9.00E+27,VADRES01DEL01,haze,Snack,motorcycle,34,4.9,22.307.898,73.167.788,22.317.898,73.177.788,26.01,57,0,5.22,18.58
Low,B9C1,SURRES19DEL03,mist,Buffet,motorcycle,30,4.8,21.149.669,72.772.629,21.179.669,72.802.629,24.94,73,0,6.64,21.55
Low,3142,INDORES03DEL02,haze,Snack,scooter,28,4.7,22.751.857,75.866.699,22.771.857,75.886.699,22.18,60,0,3.93,18.96
Low,7F98,PUNERES09DEL01,clear sky,Drinks,motorcycle,35,4.6,18.536.562,73.896.485,18.546.562,73.906.485,23.1,49,0,2.41,24.38
Low,1FF9,BANGRES05DEL03,haze,Buffet,scooter,29,4.7,12.970.324,77.645.748,13.000.324,77.675.748,22.91,73,0,5.6,23.13
Low,78ED,SURRES18DEL02,mist,Snack,motorcycle,33,4.2,21.149.834,72.778.666,21.169.834,72.798.666,24.96,73,0,4.02,2.15
Low,392E,PUNERES02DEL02,clear sky,Snack,scooter,38,4.8,1.855.144,73.804.855,1.857.144,73.824.855,22.68,50,0,4.42,21.61
Low,55AA,JAPRES07DEL03,haze,Drinks,motorcycle,21,4.8,26.766.536,75.837.333,26.796.536,75.867.333,24.16,46,0,5.53,23.63
Low,BDF3,HYDRES17DEL02,haze,Meal,scooter,33,4.7,17.451.976,78.385.883,17.471.976,78.405.883,22.79,60,0,5.75,18.18
Low,ABFE,RANCHIRES17DEL01,mist,Buffet,motorcycle,34,4.8,23.374.878,85.335.739,23.384.878,85.345.739,20.04,83,0,3.05,19.51
Low,A7E1,PUNERES18DEL01,clear sky,Snack,motorcycle,34,4.9,18.593.481,73.785.901,18.633.481,73.825.901,22.46,50,0,8.31,24.88
Low,A456,SURRES11DEL03,mist,Snack,scooter,20,4.6,21.157.735,72.768.778,21.187.735,72.798.778,24.97,73,0,6.65,2.61
Low,2902,RANCHIRES15DEL02,mist,Drinks,motorcycle,23,4,23.369.746,8.533.982,23.389.746,8.535.982,21.03,78,0,5.58,30.65
Low,6926,RANCHIRES05DEL02,mist,Buffet,motorcycle,35,4.8,23.355.164,85.324.097,23.375.164,85.344.097,20.1,83,0,4.41,22.03
Low,2676,PUNERES06DEL03,clear sky,Snack,scooter,24,4.5,18.546.258,73.904.337,18.576.258,73.934.337,22.96,48,0,6.27,23.53
Low,6103,SURRES17DEL03,mist,Drinks,scooter,29,4.5,21.149.569,72.772.697,21.179.569,72.802.697,24.94,73,0,6.63,28.53
Low,88C7,SURRES04DEL02,mist,Meal,scooter,28,4.6,21.173.493,72.801.953,21.193.493,72.821.953,24.94,73,0,3.79,17.25
Low,87D5,MYSRES13DEL03,clear sky,Drinks,motorcycle,20,4.7,12.310.972,76.659.264,12.340.972,76.689.264,20.61,67,0,6.85,2.93
Low,9AE3,INDORES16DEL03,haze,Buffet,scooter,23,4.9,22.744.648,75.894.377,22.774.648,75.924.377,22.1,60,0,6.92,22.83
Low,7D09,CHENRES15DEL02,mist,Snack,motorcycle,22,4.7,13.026.286,80.275.235,13.046.286,80.295.235,28.57,81,0,3.19,18.15
Low,C26B,LUDHRES06DEL03,clear sky,Drinks,motorcycle,28,4.6,30.895.204,75.822.103,30.925.204,75.852.103,23.9,38,0,5.81,27.93
Low,8BFB,RANCHIRES20DEL02,mist,Drinks,motorcycle,28,4.9,2.339.925,85.390.464,2.344.925,85.440.464,20.2,83,0,8.61,28.93
Low,4FAE,BANGRES010DEL02,haze,Meal,motorcycle,27,4.6,12.933.298,77.614.293,12.953.298,77.634.293,23.24,72,0,4.86,19.45
Low,357F,JAPRES010DEL02,haze,Meal,motorcycle,31,4.7,26.921.411,75.793.604,26.941.411,75.813.604,23.37,46,0,3.97,17.63
Low,E18F,AURGRES010DEL03,haze,Meal,scooter,23,4.6,19.875.337,75.316.722,19.905.337,75.346.722,21.92,60,0,6.04,20.16
Low,C6E2,KOLRES06DEL01,haze,Buffet,scooter,39,4.6,22.533.662,88.366.217,22.543.662,88.376.217,27.99,65,0,2.66,18.71
Low,7D97,BANGRES01DEL02,haze,Meal,scooter,22,5,12.933.284,77.615.428,12.953.284,77.635.428,23.31,72,0,5.39,2.16
Low,4124,CHENRES09DEL01,mist,Buffet,scooter,34,4.6,13.044.694,8.026.147,13.054.694,8.027.147,28.48,81,0,2.29,16.65
Low,41FE,MUMRES03DEL02,smoke,Buffet,motorcycle,23,4.2,1.922.384,72.841.347,1.924.384,72.861.347,27.94,57,0,5.06,27.43
Low,15A9,CHENRES06DEL02,mist,Buffet,scooter,38,5,13.054.347,80.257.221,13.074.347,80.277.221,28.49,81,0,4.41,17.38
Low,A91E,COIMBRES15DEL02,haze,Meal,scooter,35,4.8,11.006.686,76.951.736,11.026.686,76.971.736,25.87,65,0,4.64,19.01
Low,8824,VADRES010DEL02,haze,Snack,motorcycle,35,4.7,22.310.329,73.169.083,22.360.329,73.219.083,24.01,64,0,10.23,25.83
Low,885F,INDORES03DEL01,haze,Meal,motorcycle,24,4,22.751.857,75.866.699,22.761.857,75.876.699,22.16,60,0,2.22,12.06
Low,7.00E+46,COIMBRES02DEL01,haze,Buffet,scooter,34,4.8,11.022.477,76.995.667,11.032.477,77.005.667,25.86,73,0,2.99,14.68
Low,F21,COIMBRES20DEL01,haze,Buffet,scooter,34,4.4,10.994.136,76.963.303,11.034.136,77.003.303,25.86,73,0,7.57,23.43
Low,C874,GOARES08DEL02,scattered clouds,Drinks,scooter,38,4.8,15.556.561,73.763.633,15.576.561,73.783.633,28.96,70,0,4.64,23.95
Low,30CA,JAPRES16DEL02,haze,Drinks,scooter,25,4.6,26.849.596,75.800.512,26.869.596,75.820.512,23.62,46,0,4.79,22.95
Low,44D,PUNERES15DEL03,clear sky,Drinks,scooter,29,4.6,18.636.215,73.751.081,18.666.215,73.781.081,22.31,50,0,7.78,29.88
Low,D8C5,KOCRES12DEL02,clear sky,Meal,motorcycle,36,4.8,9.988.483,76.295.211,10.008.483,76.315.211,25.48,83,0,4.58,14.35
Low,39F5,VADRES14DEL01,haze,Buffet,motorcycle,35,4.6,22.311.603,73.165.012,22.351.603,73.205.012,24.02,64,0,8.42,2.13
Low,A2E3,MUMRES16DEL02,smoke,Buffet,scooter,28,4.9,19.120.083,72.907.385,19.140.083,72.927.385,27.92,57,0,4.99,2.52
Low,AB4F,PUNERES09DEL01,clear sky,Buffet,scooter,30,4.7,18.536.562,73.896.485,18.546.562,73.906.485,23.1,49,0,2.41,16.68
Low,5D27,CHENRES010DEL01,mist,Meal,motorcycle,34,4.8,13.066.762,80.251.865,13.076.762,80.261.865,28.45,81,0,4.52,17.73
Low,31D2,HYDRES07DEL01,haze,Drinks,motorcycle,37,5,17.424.114,78.347.554,17.464.114,78.387.554,22.77,60,0,9.11,26.98
Low,FAC,MYSRES07DEL03,clear sky,Meal,electric_scooter,39,4.9,12.325.461,76.632.278,12.355.461,76.662.278,20.55,67,0,7.88,19.88
Low,217F,COIMBRES11DEL02,haze,Drinks,motorcycle,37,4.2,11.001.753,76.986.241,11.021.753,77.006.241,25.94,73,0,5.35,26.08
Low,B946,BANGRES05DEL02,haze,Buffet,electric_scooter,34,4.7,12.970.324,77.645.748,12.990.324,77.665.748,23.13,73,0,4.9,22.06
Low,4FD4,CHENRES01DEL03,mist,Drinks,scooter,27,4.8,13.005.801,80.250.744,13.035.801,80.280.744,28.54,81,0,5.87,29.88
Low,D408,ALHRES03DEL02,clear sky,Buffet,scooter,26,4.8,25.451.517,81.832.616,25.471.517,81.852.616,25.64,43,0,3.55,13.75
Low,3710,SURRES15DEL03,mist,Meal,motorcycle,23,4.7,21.160.522,72.771.477,21.190.522,72.801.477,24.97,73,0,5.91,2.01
Low,B316,COIMBRES05DEL02,haze,Meal,motorcycle,39,4.8,11.022.169,76.999.594,11.042.169,77.019.594,25.89,73,0,5.09,1.73
Low,AC52,INDORES19DEL03,haze,Meal,motorcycle,22,4.5,22.745.536,75.893.106,22.775.536,75.923.106,22.1,60,0,6.53,19.78
Low,C55,VADRES06DEL03,haze,Snack,scooter,21,4.9,2.231.279,73.170.283,2.234.279,73.200.283,26,57,0,6.59,0.22
Low,B7F7,CHENRES20DEL03,mist,Drinks,scooter,21,4.9,12.975.996,80.221.898,13.005.996,80.251.898,28.54,81,0,7.87,28.65
Low,9754,MYSRES20DEL02,clear sky,Meal,electric_scooter,23,4.6,12.337.978,76.616.792,12.357.978,76.636.792,20.61,67,0,4.51,1.24
Low,9D11,MUMRES06DEL01,smoke,Meal,scooter,26,4.6,19.055.831,72.833.984,19.065.831,72.843.984,28.02,57,0,3.66,2.05
Low,B798,INDORES16DEL02,haze,Buffet,scooter,22,4.6,22.744.648,75.894.377,22.764.648,75.914.377,22.08,60,0,5.67,21.05
Low,8CBC,SURRES16DEL01,mist,Drinks,motorcycle,38,4.3,21.160.437,72.774.209,21.170.437,72.784.209,24.98,73,0,4.05,25.51
Low,E1A3,GOARES04DEL02,scattered clouds,Buffet,motorcycle,24,4.6,155.696,73.742.294,155.896,73.762.294,28.97,70,0,4.42,2.35
Low,6.50E+10,MYSRES13DEL02,clear sky,Snack,motorcycle,27,4.2,12.310.972,76.659.264,12.330.972,76.679.264,20.61,67,0,4.56,20.38
Low,85C0,INDORES02DEL03,haze,Snack,motorcycle,23,4.4,22.651.847,75.881.991,22.681.847,75.911.991,22.93,60,0,9.47,25.35
Low,27D6,MYSRES16DEL03,clear sky,Drinks,motorcycle,37,4.5,12.316.967,76.603.067,12.346.967,76.633.067,20.54,67,0,6.79,29.75
Low,7240,SURRES17DEL03,mist,Drinks,scooter,28,4.5,21.149.569,72.772.697,21.179.569,72.802.697,24.95,73,0,6.63,28.46
Low,8CE8,SURRES08DEL03,mist,Meal,electric_scooter,37,4.6,21.173.343,72.792.731,21.203.343,72.822.731,24.96,73,0,6,20.98
Low,1B63,SURRES07DEL03,mist,Snack,motorcycle,29,4.6,21.170.798,72.790.489,21.200.798,72.820.489,24.96,73,0,5.06,23.56
Low,501D,SURRES010DEL01,mist,Buffet,motorcycle,31,4.4,2.117.106,72.789.292,2.121.106,72.829.292,24.94,73,0,7.48,24.95
Low,56C7,HYDRES010DEL02,haze,Snack,electric_scooter,21,4.5,17.428.294,78.404.423,17.448.294,78.424.423,22.8,60,0,5.78,25.48
Low,808,HYDRES11DEL01,haze,Buffet,motorcycle,23,4.6,17.430.448,78.418.213,17.440.448,78.428.213,22.9,60,0,2.92,1.62
Low,6FC4,BANGRES05DEL02,haze,Snack,motorcycle,30,4.2,12.970.324,77.645.748,12.990.324,77.665.748,23.12,73,0,4.9,24.05
Low,604B,INDORES010DEL01,haze,Snack,motorcycle,29,3.9,2.275.004,75.902.847,2.279.004,75.942.847,22.14,60,0,9.11,25.33
Low,68AE,SURRES16DEL01,mist,Drinks,scooter,37,4.7,21.160.437,72.774.209,21.170.437,72.784.209,25.02,73,0,4.05,2.55
Low,8D1E,JAPRES07DEL01,haze,Meal,scooter,35,4.7,26.766.536,75.837.333,26.806.536,75.877.333,24.14,46,0,7.08,17.61
Low,9E5C,CHENRES010DEL01,mist,Snack,motorcycle,29,4.4,13.066.762,80.251.865,13.076.762,80.261.865,28.45,81,0,4.52,21.71
Low,5F73,BANGRES05DEL02,haze,Meal,motorcycle,36,4.9,12.970.324,77.645.748,12.990.324,77.665.748,23.12,73,0,4.9,20.05
Low,43BB,RANCHIRES13DEL01,mist,Meal,motorcycle,37,5,23.374.989,85.335.486,23.384.989,85.345.486,20.04,83,0,3.19,18.26
Low,3DAE,JAPRES06DEL03,haze,Snack,motorcycle,36,4.1,26.911.927,75.797.282,26.941.927,75.827.282,23.63,46,0,6.11,25.96
Low,B7AD,RANCHIRES05DEL02,mist,Drinks,electric_scooter,36,4.7,23.355.164,85.324.097,23.375.164,85.344.097,20.1,83,0,4.41,0.31
Low,9BB1,CHENRES17DEL02,mist,Snack,motorcycle,33,4.3,13.045.479,8.023.311,13.065.479,8.025.311,28.32,81,0,5,2.03
Low,3.00E+38,RANCHIRES13DEL01,mist,Snack,scooter,20,4.7,23.374.989,85.335.486,23.384.989,85.345.486,20.04,83,0,3.19,22.26
Low,8A5E,INDORES18DEL03,haze,Snack,electric_scooter,38,4.3,22.753.839,75.897.429,22.783.839,75.927.429,22.1,60,0,7.16,25.08
Low,91AE,MUMRES09DEL02,smoke,Meal,motorcycle,36,4.7,18.994.049,72.825.203,19.014.049,72.845.203,27.99,57,0,5.08,23.38
Low,781A,MYSRES09DEL03,clear sky,Meal,motorcycle,39,4.8,12.323.194,76.630.583,12.353.194,76.660.583,20.55,67,0,7,17.43
Low,55A6,RANCHIRES19DEL02,mist,Buffet,motorcycle,38,4.2,23.333.017,853.172,23.353.017,853.372,20.03,83,0,4.36,1.99
Low,A365,CHENRES16DEL03,mist,Snack,motorcycle,30,4.6,13.049.645,80.242.268,13.079.645,80.272.268,28.34,81,0,6.03,23.41
Low,8202,MUMRES18DEL01,smoke,Meal,electric_scooter,24,4.6,191.093,72.825.451,191.193,72.835.451,28,57,0,3.08,2.34
Low,834D,HYDRES15DEL02,haze,Meal,motorcycle,32,4.8,1.745.971,78.368.855,1.747.971,78.388.855,22.66,60,0,4.35,15.51
Low,9012,RANCHIRES09DEL02,mist,Drinks,motorcycle,36,4.5,23.351.058,85.325.731,23.371.058,85.345.731,20.11,83,0,4.38,29.08
Low,7354,COIMBRES09DEL02,haze,Drinks,motorcycle,35,4.9,11.008.638,76.984.311,11.028.638,77.004.311,25.88,73,0,4.59,24.41
Low,3C11,PUNERES08DEL01,clear sky,Drinks,motorcycle,33,4.8,1.853.408,7.389.852,1.854.408,7.390.852,23.1,49,0,2.28,25.15
Low,9EF1,CHENRES07DEL03,mist,Snack,motorcycle,33,5,13.081.878,80.248.519,13.111.878,80.278.519,28.28,82,0,6.66,26.91
Low,5B3B,JAPRES16DEL02,haze,Buffet,scooter,28,4.7,26.849.596,75.800.512,26.869.596,75.820.512,23.62,46,0,4.79,0.17
Low,49DD,RANCHIRES16DEL02,mist,Meal,motorcycle,37,4.8,23.371.292,85.327.872,23.391.292,85.347.872,20.1,83,0,4.12,16.86
Low,1C05,SURRES13DEL03,mist,Meal,scooter,31,4,21.170.096,72.789.122,21.200.096,72.819.122,25.02,73,0,6.06,2.01
Low,2B4F,SURRES17DEL02,mist,Snack,motorcycle,21,5,21.149.569,72.772.697,21.169.569,72.792.697,24.97,73,0,4.5,21.73
Low,45CA,PUNERES18DEL01,clear sky,Meal,motorcycle,22,4.4,18.593.481,73.785.901,18.633.481,73.825.901,22.46,50,0,8.31,20.81
Low,6CC2,RANCHIRES01DEL02,mist,Meal,motorcycle,32,4.7,23.416.792,85.316.842,23.436.792,85.336.842,20.08,83,0,4.57,15.71
Low,AFE7,INDORES02DEL01,haze,Buffet,scooter,33,4.8,22.651.847,75.881.991,22.661.847,75.891.991,21.96,60,0,2.31,14.98
Low,601C,MYSRES12DEL03,clear sky,Meal,electric_scooter,35,4.5,12.284.747,76.625.861,12.314.747,76.655.861,20.38,67,0,7.01,18.58
Low,2AEF,VADRES03DEL03,haze,Drinks,motorcycle,34,4.7,22.32,73.17,22.35,73.2,23.99,64,0,6.62,25.36
Low,AEDÂ 4.00,RANCHIRES19DEL02,mist,Drinks,motorcycle,34,4.9,23.333.017,853.172,23.353.017,853.372,20.03,83,0,4.36,26.83
Low,CBB4,ALHRES17DEL03,clear sky,Snack,motorcycle,37,4.8,2.545.235,81.841.889,2.548.235,81.871.889,25.64,43,0,6.04,24.01
Low,C155,LUDHRES04DEL02,clear sky,Buffet,motorcycle,27,4.7,30.914.057,7.583.982,30.934.057,7.585.982,23.9,38,0,4.43,16.86
Low,434D,CHENRES15DEL02,mist,Drinks,motorcycle,31,4.9,13.026.286,80.275.235,13.046.286,80.295.235,28.48,81,0,3.19,23.33
Low,84ED,MYSRES08DEL03,clear sky,Buffet,scooter,33,5,12.297.954,76.665.169,12.327.954,76.695.169,20.61,67,0,7.95,19.61
Low,A228,CHENRES07DEL02,mist,Buffet,scooter,39,4.5,13.081.878,80.248.519,13.101.878,80.268.519,28.29,82,0,4.22,20.73
Low,5B42,COIMBRES05DEL02,haze,Buffet,motorcycle,35,4.5,11.022.169,76.999.594,11.042.169,77.019.594,25.89,73,0,4.58,19.23
Low,6B76,PUNERES08DEL01,clear sky,Drinks,motorcycle,26,4.9,1.853.408,7.389.852,1.854.408,7.390.852,23.1,49,0,2.28,25.13
Low,6D8E,HYDRES11DEL02,haze,Buffet,motorcycle,28,4.8,17.430.448,78.418.213,17.450.448,78.438.213,22.97,60,0,4.85,1.94
Low,C9A5,ALHRES17DEL02,clear sky,Snack,motorcycle,25,4.9,2.545.235,81.841.889,2.547.235,81.861.889,25.64,43,0,4.15,1.56
Low,4D1E,CHENRES19DEL02,mist,Drinks,scooter,27,5,12.986.047,80.218.114,13.006.047,80.238.114,28.46,81,0,6.98,31.63
Low,9401,BANGRES05DEL03,haze,Drinks,scooter,26,4.6,12.970.324,77.645.748,13.000.324,77.675.748,22.91,72,0,5.6,30.83
Low,3460,JAPRES01DEL02,haze,Snack,motorcycle,25,4,2.690.519,75.810.753,2.692.519,75.830.753,23.61,46,0,4.17,23.63
Low,2124,INDORES16DEL03,haze,Snack,scooter,24,4.8,22.744.648,75.894.377,22.774.648,75.924.377,22.08,60,0,6.92,24.78
Low,92C9,INDORES11DEL03,haze,Buffet,motorcycle,39,4.6,22.751.234,7.588.949,22.781.234,7.591.949,22.12,60,0,6.37,2.34
Low,BD7F,MYSRES010DEL02,clear sky,Drinks,scooter,33,4.8,12.321.214,76.621.094,12.341.214,76.641.094,20.54,67,0,5.03,2.84
Low,558B,PUNERES010DEL01,clear sky,Drinks,scooter,38,4.6,18.539.299,73.897.902,18.549.299,73.907.902,23.02,48,0,2.79,26.45
Low,B445,MUMRES13DEL01,smoke,Drinks,electric_scooter,24,4.5,19.178.321,72.834.715,19.188.321,72.844.715,27.97,57,0,2.31,27.31
Low,75B5,VADRES19DEL01,haze,Buffet,motorcycle,38,4.7,22.311.844,73.165.081,22.351.844,73.205.081,24,64,0,8.47,21.51
Low,3FA1,MUMRES15DEL02,smoke,Snack,scooter,26,4.9,19.176.269,72.836.721,19.196.269,72.856.721,27.88,57,0,4.64,2.81
Low,4B86,JAPRES15DEL02,haze,Drinks,electric_scooter,39,4.8,26.891.191,75.802.083,26.911.191,75.822.083,23.6,46,0,3.87,22.21
Low,ED6,SURRES03DEL01,mist,Drinks,motorcycle,37,4.7,21.186.884,72.793.616,21.226.884,72.833.616,24.95,73,0,6.71,30.06
